id,ano_nascimento,escolaridade,estado_civil,salario_anual,filhos_em_casa,adolescentes_em_casa,data_cadastro,dias_desde_ultima_compra,gasto_com_eletronicos,gasto_com_brinquedos,gasto_com_moveis,gasto_com_utilidades,gasto_com_alimentos,gasto_com_vestuario,numero_de_compras_com_desconto,numero_de_compras_na_web,numero_de_compras_via_catalogo,numero_de_compras_na_loja,numero_visitas_website_mes,compra_na_campanha_1,compra_na_campanha_2,compra_na_campanha_3,compra_na_campanha_4,compra_na_campanha_5,comprou,pais,ano_cadastro,mes_cadastro,mes_nome_cadastro,dia_cadastro,dia_semana_cadastro,semana_cadastro,idade,faixa_etária,filhos,gasto_total,total_compras,comprou_em_campanha,engajamento_em_campanhas
4603,1960,Doutorado,Solteiro,65695.0,0,1,2021-08-01,50,371.0,32.0,189.0,0.0,58.0,6.0,2,5,4,10,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,8,Agosto,1,Domingo,30,65,60+,Sim,656.0,21,Não,0
8659,1952,Doutorado,Casado,69805.0,0,1,2021-04-01,50,750.0,71.0,174.0,13.0,10.0,20.0,2,6,8,11,2,Não,Não,Não,Não,Não,Não,Alemanha,2021,4,Abril,1,Quinta-feira,13,73,60+,Sim,1038.0,27,Não,0
10708,1978,Segundo Grau,Solteiro,36975.0,1,0,2023-01-12,50,10.0,6.0,11.0,0.0,4.0,2.0,1,1,0,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,12,Quinta-feira,2,47,46-60,Sim,33.0,5,Não,0
1176,1973,Curso Superior,Solteiro,26228.0,1,0,2023-04-09,50,2.0,6.0,4.0,3.0,1.0,9.0,1,1,0,2,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,4,Abril,9,Domingo,14,52,46-60,Sim,25.0,4,Não,0
10380,1972,Mestrado,Solteiro,37787.0,1,0,2022-05-09,50,40.0,1.0,40.0,4.0,3.0,18.0,1,3,0,3,8,Não,Não,Não,Não,Não,Não,Argentina,2022,5,Maio,9,Segunda-feira,19,53,46-60,Sim,106.0,7,Não,0
7037,1974,Doutorado,Solteiro,37087.0,1,0,2020-11-08,50,194.0,55.0,134.0,15.0,0.0,3.0,3,4,2,8,6,Não,Não,Não,Não,Não,Não,Espanha,2020,11,Novembro,8,Domingo,45,51,46-60,Sim,401.0,17,Não,0
11096,1952,Segundo Grau,Casado,57247.0,0,1,2020-08-08,50,99.0,4.0,32.0,37.0,54.0,6.0,2,2,1,7,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,8,Agosto,8,Sábado,32,73,60+,Sim,232.0,12,Não,0
6374,1954,Doutorado,Solteiro,36930.0,0,1,2023-02-05,50,223.0,2.0,31.0,0.0,2.0,39.0,5,5,2,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,2,Fevereiro,5,Domingo,5,71,60+,Sim,297.0,16,Não,0
5552,1963,Mestrado,Divorciado,48721.0,1,1,2023-07-05,50,81.0,18.0,113.0,47.0,13.0,21.0,6,4,2,5,6,Não,Não,Não,Não,Não,Não,Espanha,2023,7,Julho,5,Quarta-feira,27,62,60+,Sim,293.0,17,Não,0
2245,1969,Mestrado,Solteiro,43641.0,1,1,2023-04-04,50,57.0,2.0,51.0,4.0,2.0,23.0,3,2,1,4,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,4,Abril,4,Terça-feira,14,56,46-60,Sim,139.0,10,Não,0
6200,1951,Curso Superior,Solteiro,75903.0,0,1,2020-08-04,50,340.0,108.0,185.0,130.0,38.0,100.0,2,6,6,9,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,8,Agosto,4,Terça-feira,32,74,60+,Sim,901.0,23,Não,0
9904,1956,Curso Superior,Solteiro,71391.0,0,1,2023-07-03,50,336.0,123.0,274.0,46.0,123.0,141.0,5,6,5,12,3,Não,Não,Não,Não,Não,Não,Chile,2023,7,Julho,3,Segunda-feira,27,69,60+,Sim,1043.0,28,Não,0
10031,1976,Doutorado,Solteiro,16927.0,1,1,2020-10-02,50,20.0,2.0,23.0,3.0,1.0,4.0,5,3,0,4,8,Não,Não,Não,Não,Não,Não,Espanha,2020,10,Outubro,2,Sexta-feira,40,49,46-60,Sim,53.0,12,Não,0
6642,1961,Curso Superior,Divorciado,27215.0,2,1,2023-04-01,50,30.0,5.0,22.0,8.0,9.0,28.0,4,2,1,4,6,Não,Não,Não,Não,Não,Não,Espanha,2023,4,Abril,1,Sábado,13,64,60+,Sim,102.0,11,Não,0
10882,1976,Curso Superior,Solteiro,53858.0,0,1,2019-09-11,50,407.0,53.0,221.0,58.0,150.0,26.0,4,4,3,6,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,9,Setembro,11,Quarta-feira,37,49,46-60,Sim,915.0,17,Não,0
5636,1963,Curso Superior,Solteiro,30983.0,0,0,2019-09-11,50,51.0,4.0,50.0,12.0,1.0,49.0,1,4,0,3,8,Não,Não,Não,Não,Não,Sim,Argentina,2019,9,Setembro,11,Quarta-feira,37,62,60+,Não,167.0,8,Não,0
8692,1952,Curso Superior,Casado,43462.0,1,1,2019-12-09,50,90.0,17.0,97.0,15.0,6.0,15.0,6,4,1,5,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,12,Dezembro,9,Segunda-feira,50,73,60+,Sim,240.0,16,Não,0
8091,1956,Curso Superior,Solteiro,63943.0,0,1,2019-02-09,50,423.0,184.0,368.0,13.0,97.0,21.0,1,6,4,6,5,Não,Não,Não,Não,Não,Não,Argentina,2019,2,Fevereiro,9,Sábado,6,69,60+,Sim,1106.0,17,Não,0
8080,1986,Curso Superior,Solteiro,26816.0,0,0,2022-02-08,50,5.0,1.0,6.0,3.0,4.0,3.0,1,0,0,3,4,Não,Não,Não,Não,Não,Não,Argentina,2022,2,Fevereiro,8,Terça-feira,6,39,31-45,Não,22.0,4,Não,0
8370,1976,Segundo Grau,Casado,75484.0,0,1,2019-02-08,50,378.0,97.0,259.0,197.0,194.0,34.0,2,7,3,6,4,Não,Não,Não,Não,Não,Não,Chile,2019,2,Fevereiro,8,Sexta-feira,6,49,46-60,Sim,1159.0,18,Não,0
4550,1966,Mestrado,Casado,33564.0,0,1,2021-04-06,51,61.0,0.0,3.0,0.0,0.0,7.0,1,1,1,3,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,6,Terça-feira,14,59,46-60,Sim,71.0,6,Não,0
3381,1953,Mestrado,Solteiro,54348.0,1,1,2018-08-06,51,70.0,0.0,16.0,0.0,0.0,4.0,2,2,0,4,6,Não,Não,Não,Não,Não,Não,Chile,2018,8,Agosto,6,Segunda-feira,32,72,60+,Sim,90.0,8,Não,0
10556,1959,Curso Superior,Solteiro,54984.0,0,1,2021-04-05,51,173.0,13.0,131.0,32.0,3.0,6.0,4,6,1,6,7,Não,Não,Não,Sim,Não,Não,Estados Unidos,2021,4,Abril,5,Segunda-feira,14,66,60+,Sim,358.0,17,Sim,2
9467,1984,Curso Superior,Solteiro,34738.0,1,0,2018-11-05,51,3.0,2.0,10.0,3.0,0.0,2.0,1,1,0,3,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,11,Novembro,5,Segunda-feira,45,41,31-45,Sim,20.0,5,Não,0
2891,1963,Curso Superior,Divorciado,68118.0,0,1,2022-05-10,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,Não,Não,Não,Não,Não,Não,Portugal,2022,5,Maio,10,Terça-feira,19,62,60+,Sim,928.0,23,Não,0
5011,1963,Curso Superior,Divorciado,68118.0,0,1,2022-05-10,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,5,Maio,10,Terça-feira,19,62,60+,Sim,928.0,23,Não,0
8140,1973,Curso Superior,Casado,22682.0,1,0,2020-03-10,51,10.0,14.0,29.0,4.0,2.0,36.0,3,2,1,4,4,Não,Não,Não,Não,Não,Não,Brasil,2020,3,Março,10,Terça-feira,11,52,46-60,Sim,95.0,10,Não,0
11039,1975,Curso Superior,Solteiro,51948.0,0,1,2023-02-09,51,82.0,33.0,54.0,71.0,30.0,41.0,2,5,2,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,2,Fevereiro,9,Quinta-feira,6,50,46-60,Sim,311.0,13,Não,0
78,1969,Curso Superior,Solteiro,25293.0,1,0,2023-03-09,51,15.0,0.0,11.0,0.0,2.0,9.0,1,1,1,2,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,3,Março,9,Quinta-feira,10,56,46-60,Sim,37.0,5,Não,0
5517,1969,Curso Superior,Solteiro,25293.0,1,0,2023-03-09,51,15.0,0.0,11.0,0.0,2.0,9.0,1,1,1,2,8,Não,Não,Não,Não,Não,Não,Brasil,2023,3,Março,9,Quinta-feira,10,56,46-60,Sim,37.0,5,Não,0
5290,1964,Doutorado,Solteiro,41551.0,1,1,2023-02-08,51,220.0,0.0,33.0,3.0,0.0,23.0,5,5,1,5,8,Não,Não,Não,Não,Não,Não,Chile,2023,2,Fevereiro,8,Quarta-feira,6,61,60+,Sim,279.0,16,Não,0
4128,1962,Doutorado,Casado,56067.0,0,1,2022-05-07,51,517.0,12.0,54.0,16.0,6.0,120.0,2,7,4,7,5,Não,Não,Não,Não,Não,Não,Espanha,2022,5,Maio,7,Sábado,18,63,60+,Sim,725.0,20,Não,0
8534,1952,Curso Superior,Solteiro,67433.0,0,2,2023-01-07,51,615.0,28.0,259.0,12.0,48.0,30.0,4,6,5,13,4,Não,Sim,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,7,Sábado,1,73,60+,Sim,992.0,28,Sim,2
9592,1983,Curso Superior,Casado,22010.0,1,0,2023-02-06,51,11.0,2.0,9.0,3.0,0.0,8.0,2,2,0,3,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,2,Fevereiro,6,Segunda-feira,6,42,31-45,Sim,33.0,7,Não,0
8957,1952,Segundo Grau,Solteiro,64831.0,1,1,2020-10-06,51,480.0,86.0,249.0,75.0,86.0,144.0,8,6,3,5,6,Não,Não,Não,Não,Não,Não,Espanha,2020,10,Outubro,6,Terça-feira,41,73,60+,Sim,1120.0,22,Não,0
9308,1954,Curso Superior,Solteiro,62820.0,0,0,2020-11-05,51,398.0,61.0,265.0,138.0,61.0,53.0,1,3,4,6,1,Não,Não,Não,Não,Não,Não,Espanha,2020,11,Novembro,5,Quinta-feira,45,71,60+,Não,976.0,14,Não,0
544,1954,Curso Superior,Solteiro,62820.0,0,0,2020-11-05,51,398.0,61.0,265.0,138.0,61.0,53.0,1,3,4,6,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,11,Novembro,5,Quinta-feira,45,71,60+,Não,976.0,14,Não,0
5989,1959,Segundo Grau,Divorciado,78353.0,0,1,2023-01-04,51,752.0,122.0,476.0,39.0,153.0,34.0,1,10,2,11,8,Não,Não,Não,Não,Não,Não,Chile,2023,1,Janeiro,4,Quarta-feira,1,66,60+,Sim,1576.0,24,Não,0
635,1966,Mestrado,Solteiro,57183.0,1,1,2023-01-03,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,3,Terça-feira,1,59,46-60,Sim,610.0,25,Não,0
6673,1965,Curso Superior,Solteiro,23478.0,0,0,2023-01-03,51,28.0,6.0,27.0,12.0,17.0,39.0,1,3,0,3,8,Não,Não,Não,Não,Não,Não,Portugal,2023,1,Janeiro,3,Terça-feira,1,60,46-60,Não,129.0,7,Não,0
1710,1978,Curso Superior,Solteiro,30168.0,1,0,2020-07-03,51,154.0,20.0,66.0,0.0,12.0,27.0,7,6,1,4,9,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,7,Julho,3,Sexta-feira,27,47,46-60,Sim,279.0,18,Não,0
523,1989,Curso Superior,Solteiro,37155.0,1,0,2023-08-01,51,23.0,0.0,26.0,7.0,15.0,3.0,1,2,0,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,8,Agosto,1,Terça-feira,31,36,31-45,Sim,74.0,7,Não,0
8977,1985,Primeiro Grau,Solteiro,16581.0,0,0,2020-12-01,51,1.0,3.0,4.0,2.0,3.0,11.0,1,0,0,3,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,12,Dezembro,1,Terça-feira,49,40,31-45,Não,24.0,4,Não,0
9736,1980,Curso Superior,Solteiro,41850.0,1,1,2022-04-12,51,53.0,5.0,19.0,2.0,13.0,4.0,3,3,0,3,8,Não,Não,Não,Não,Não,Não,Portugal,2022,4,Abril,12,Terça-feira,15,45,31-45,Sim,96.0,9,Não,0
1544,1967,Mestrado,Divorciado,81380.0,0,0,2022-04-12,51,741.0,68.0,689.0,224.0,68.0,103.0,1,4,2,10,2,Não,Não,Não,Não,Não,Não,Chile,2022,4,Abril,12,Terça-feira,15,58,46-60,Não,1893.0,17,Não,0
6575,1981,Curso Superior,Casado,56386.0,1,1,2022-08-10,51,230.0,48.0,214.0,13.0,32.0,75.0,8,9,1,7,9,Não,Não,Não,Não,Não,Não,Espanha,2022,8,Agosto,10,Quarta-feira,32,44,31-45,Sim,612.0,25,Não,0
6147,1971,Curso Superior,Divorciado,25818.0,1,0,2022-04-10,51,5.0,2.0,8.0,2.0,2.0,9.0,1,0,1,2,7,Não,Não,Não,Não,Não,Não,Alemanha,2022,4,Abril,10,Domingo,14,54,46-60,Sim,28.0,4,Não,0
6354,1984,Curso Superior,Casado,15345.0,1,0,2022-08-08,51,5.0,2.0,16.0,3.0,2.0,19.0,2,1,1,2,8,Não,Não,Não,Não,Não,Sim,Estados Unidos,2022,8,Agosto,8,Segunda-feira,32,41,31-45,Sim,47.0,6,Não,0
4769,1977,Mestrado,Casado,57954.0,1,1,2021-04-06,52,456.0,4.0,24.0,0.0,0.0,9.0,7,8,2,6,7,Não,Sim,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,6,Terça-feira,14,48,46-60,Sim,493.0,23,Sim,2
7540,1952,Curso Superior,Solteiro,50300.0,0,1,2021-04-05,52,143.0,15.0,60.0,24.0,23.0,5.0,2,2,1,8,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,5,Segunda-feira,14,73,60+,Sim,270.0,13,Não,0
5247,1955,Doutorado,Solteiro,38725.0,1,1,2018-10-05,52,31.0,0.0,6.0,2.0,1.0,5.0,2,1,0,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,10,Outubro,5,Sexta-feira,40,70,60+,Sim,45.0,7,Não,0
5987,1989,Segundo Grau,Casado,10404.0,1,0,2018-04-05,52,2.0,2.0,11.0,10.0,6.0,12.0,2,1,0,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,4,Abril,5,Quinta-feira,14,36,31-45,Sim,43.0,7,Não,0
9960,1991,Primeiro Grau,Solteiro,26868.0,1,0,2021-02-04,52,0.0,0.0,1.0,8.0,3.0,2.0,1,1,0,2,7,Não,Não,Não,Não,Não,Não,Espanha,2021,2,Fevereiro,4,Quinta-feira,5,34,31-45,Sim,14.0,4,Não,0
10972,1949,Curso Superior,Divorciado,72298.0,0,0,2018-10-03,52,625.0,35.0,169.0,58.0,17.0,35.0,1,4,3,6,1,Não,Sim,Sim,Não,Não,Não,Estados Unidos,2018,10,Outubro,3,Quarta-feira,40,76,60+,Não,939.0,14,Sim,3
1399,1958,Curso Superior,Solteiro,72905.0,0,0,2021-04-01,52,407.0,114.0,445.0,181.0,165.0,203.0,1,3,7,9,1,Não,Não,Não,Sim,Não,Não,Estados Unidos,2021,4,Abril,1,Quinta-feira,13,67,60+,Não,1515.0,20,Sim,2
2698,1976,Curso Superior,Solteiro,47025.0,0,1,2020-07-11,52,254.0,7.0,108.0,20.0,0.0,26.0,3,6,3,5,6,Não,Não,Não,Não,Não,Não,Portugal,2020,7,Julho,11,Sábado,28,49,46-60,Sim,415.0,17,Não,0
6340,1985,Curso Superior,Solteiro,29938.0,1,0,2023-03-10,52,3.0,3.0,7.0,0.0,2.0,11.0,2,1,0,3,6,Não,Não,Não,Não,Não,Não,Espanha,2023,3,Março,10,Sexta-feira,10,40,31-45,Sim,26.0,6,Não,0
4107,1948,Doutorado,Casado,46681.0,0,2,2020-08-10,52,269.0,15.0,69.0,15.0,19.0,38.0,2,4,6,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,8,Agosto,10,Segunda-feira,33,77,60+,Sim,425.0,16,Não,0
10906,1948,Doutorado,Casado,46681.0,0,2,2020-08-10,52,269.0,15.0,69.0,15.0,19.0,38.0,2,4,6,4,5,Não,Não,Não,Não,Não,Não,Espanha,2020,8,Agosto,10,Segunda-feira,33,77,60+,Sim,425.0,16,Não,0
2557,1970,Mestrado,Solteiro,29548.0,1,0,2023-07-08,52,7.0,1.0,6.0,3.0,1.0,11.0,1,1,1,2,4,Sim,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,8,Sábado,27,55,46-60,Sim,29.0,5,Sim,2
8786,1956,Mestrado,Solteiro,62058.0,0,1,2023-03-05,52,301.0,7.0,74.0,10.0,0.0,58.0,4,6,1,7,6,Não,Não,Não,Não,Não,Não,Alemanha,2023,3,Março,5,Domingo,9,69,60+,Sim,450.0,18,Não,0
6119,1963,Doutorado,Solteiro,36736.0,1,1,2020-10-05,52,10.0,0.0,3.0,0.0,0.0,4.0,1,1,0,2,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,10,Outubro,5,Segunda-feira,41,62,60+,Sim,17.0,4,Não,0
2980,1952,Mestrado,Solteiro,8820.0,1,1,2023-04-03,52,12.0,0.0,13.0,4.0,2.0,4.0,4,3,0,3,8,Não,Não,Não,Não,Não,Não,Chile,2023,4,Abril,3,Segunda-feira,14,73,60+,Sim,35.0,10,Não,0
3850,1963,Primeiro Grau,Casado,14918.0,0,1,2019-07-12,52,3.0,3.0,3.0,15.0,4.0,15.0,1,1,0,3,6,Não,Não,Não,Não,Não,Não,Argentina,2019,7,Julho,12,Sexta-feira,28,62,60+,Sim,43.0,5,Não,0
1077,1974,Curso Superior,Casado,56715.0,0,0,2019-05-12,52,258.0,105.0,239.0,237.0,172.0,9.0,1,7,3,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,5,Maio,12,Domingo,19,51,46-60,Não,1020.0,15,Não,0
9733,1978,Primeiro Grau,Casado,24882.0,1,0,2019-09-09,52,1.0,4.0,10.0,29.0,0.0,36.0,1,1,1,2,6,Sim,Não,Não,Não,Não,Não,Argentina,2019,9,Setembro,9,Segunda-feira,37,47,46-60,Sim,80.0,5,Sim,2
8462,1978,Primeiro Grau,Casado,24882.0,1,0,2019-09-09,52,1.0,4.0,10.0,29.0,0.0,36.0,1,1,1,2,6,Sim,Não,Não,Não,Não,Não,Estados Unidos,2019,9,Setembro,9,Segunda-feira,37,47,46-60,Sim,80.0,5,Sim,2
4764,1952,Mestrado,Casado,40442.0,1,1,2022-04-08,52,45.0,12.0,52.0,25.0,22.0,13.0,4,3,1,4,7,Não,Não,Não,Não,Não,Sim,Espanha,2022,4,Abril,8,Sexta-feira,14,73,60+,Sim,169.0,12,Não,0
2223,1965,Segundo Grau,Divorciado,64176.0,0,1,2019-03-08,52,1215.0,33.0,249.0,64.0,116.0,149.0,8,8,9,8,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,3,Março,8,Sexta-feira,10,60,46-60,Sim,1826.0,33,Não,0
7788,1983,Doutorado,Solteiro,23536.0,1,0,2018-04-06,53,6.0,0.0,3.0,0.0,0.0,1.0,1,0,0,3,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,4,Abril,6,Sexta-feira,14,42,31-45,Sim,10.0,4,Não,0
5827,1958,Curso Superior,Divorciado,35246.0,1,1,2021-03-04,53,36.0,0.0,12.0,2.0,2.0,10.0,4,3,1,3,5,Não,Não,Não,Não,Não,Não,Espanha,2021,3,Março,4,Quinta-feira,9,67,60+,Sim,62.0,11,Não,0
2958,1978,Curso Superior,Solteiro,28442.0,2,0,2021-04-02,53,19.0,3.0,10.0,11.0,8.0,6.0,3,2,1,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,2,Sexta-feira,13,47,46-60,Sim,57.0,10,Não,0
4954,1956,Curso Superior,Solteiro,48195.0,1,1,2021-04-01,53,106.0,27.0,68.0,52.0,7.0,5.0,6,4,2,5,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,1,Quinta-feira,13,69,60+,Sim,265.0,17,Não,0
3139,1982,Segundo Grau,Solteiro,74116.0,0,0,2023-02-12,53,871.0,111.0,704.0,145.0,55.0,166.0,1,4,4,10,2,Não,Sim,Não,Não,Não,Não,Espanha,2023,2,Fevereiro,12,Domingo,6,43,31-45,Não,2052.0,19,Sim,2
9952,1947,Mestrado,Casado,78093.0,0,0,2020-11-12,53,368.0,32.0,639.0,13.0,43.0,10.0,1,4,7,5,1,Não,Não,Não,Não,Não,Não,Espanha,2020,11,Novembro,12,Quinta-feira,46,78,60+,Não,1105.0,17,Não,0
8180,1952,Mestrado,Divorciado,59354.0,1,1,2023-03-11,53,233.0,2.0,53.0,3.0,5.0,14.0,3,6,1,5,6,Não,Não,Não,Não,Não,Não,Portugal,2023,3,Março,11,Sábado,10,73,60+,Sim,310.0,15,Não,0
3276,1976,Segundo Grau,Casado,36301.0,1,0,2023-04-10,53,11.0,12.0,35.0,3.0,5.0,12.0,1,3,0,3,7,Não,Não,Não,Não,Não,Não,Espanha,2023,4,Abril,10,Segunda-feira,15,49,46-60,Sim,78.0,7,Não,0
4994,1943,Mestrado,Solteiro,77598.0,0,0,2020-01-10,53,1193.0,33.0,281.0,129.0,66.0,33.0,1,7,5,13,3,Não,Não,Sim,Não,Não,Não,Estados Unidos,2020,1,Janeiro,10,Sexta-feira,2,82,60+,Não,1735.0,26,Sim,2
3598,1972,Curso Superior,Solteiro,62710.0,0,1,2023-04-05,53,441.0,35.0,83.0,7.0,29.0,11.0,4,4,2,12,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,4,Abril,5,Quarta-feira,14,53,46-60,Sim,606.0,22,Não,0
945,1965,Curso Superior,Casado,36317.0,0,1,2023-04-05,53,87.0,3.0,25.0,3.0,2.0,13.0,2,3,0,4,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,4,Abril,5,Quarta-feira,14,60,46-60,Sim,133.0,9,Não,0
5048,1971,Doutorado,Solteiro,42767.0,2,0,2020-11-05,53,20.0,6.0,43.0,19.0,5.0,38.0,1,3,1,2,8,Não,Não,Não,Não,Não,Não,Espanha,2020,11,Novembro,5,Quinta-feira,45,54,46-60,Sim,131.0,7,Não,0
6214,1982,Mestrado,Solteiro,43815.0,1,0,2020-05-04,53,14.0,10.0,29.0,4.0,7.0,15.0,1,2,0,3,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,5,Maio,4,Segunda-feira,19,43,31-45,Sim,79.0,6,Não,0
6230,1971,Curso Superior,Divorciado,44421.0,1,1,2023-03-02,53,110.0,5.0,59.0,7.0,1.0,7.0,5,5,0,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,3,Março,2,Quinta-feira,9,54,46-60,Sim,189.0,14,Não,0
2968,1943,Doutorado,Divorciado,48948.0,0,0,2020-01-02,53,437.0,8.0,206.0,160.0,49.0,42.0,2,7,10,5,6,Sim,Não,Não,Não,Não,Sim,Brasil,2020,1,Janeiro,2,Quinta-feira,1,82,60+,Não,902.0,24,Sim,2
8800,1943,Doutorado,Divorciado,48948.0,0,0,2020-01-02,53,437.0,8.0,206.0,160.0,49.0,42.0,2,7,10,5,6,Sim,Não,Não,Não,Não,Sim,Espanha,2020,1,Janeiro,2,Quinta-feira,1,82,60+,Não,902.0,24,Sim,2
1907,1950,Mestrado,Divorciado,63120.0,0,1,2022-03-09,53,965.0,69.0,279.0,54.0,41.0,69.0,5,8,4,9,7,Não,Não,Não,Não,Não,Sim,Estados Unidos,2022,3,Março,9,Quarta-feira,10,75,60+,Sim,1477.0,26,Não,0
10478,1950,Doutorado,Solteiro,55517.0,1,1,2022-08-09,53,483.0,0.0,108.0,0.0,6.0,36.0,5,11,1,6,9,Não,Não,Não,Não,Não,Sim,Espanha,2022,8,Agosto,9,Terça-feira,32,75,60+,Sim,633.0,23,Não,0
4188,1957,Curso Superior,Solteiro,36864.0,0,1,2022-07-08,53,204.0,5.0,39.0,17.0,0.0,89.0,3,5,2,4,8,Não,Não,Não,Não,Não,Sim,Brasil,2022,7,Julho,8,Sexta-feira,27,68,60+,Sim,354.0,14,Não,0
8720,1978,Segundo Grau,Casado,65120.0,0,0,2019-01-08,53,32.0,2.0,1607.0,12.0,4.0,22.0,0,0,0,1,0,Não,Sim,Não,Não,Não,Não,Argentina,2019,1,Janeiro,8,Terça-feira,2,47,46-60,Não,1679.0,1,Sim,2
2225,1977,Curso Superior,Divorciado,82582.0,0,0,2018-07-06,54,510.0,120.0,550.0,156.0,40.0,241.0,1,4,9,7,1,Sim,Não,Não,Sim,Não,Sim,Brasil,2018,7,Julho,6,Sexta-feira,27,48,46-60,Não,1617.0,21,Sim,3
4790,1958,Curso Superior,Divorciado,79803.0,0,1,2018-02-06,54,574.0,8.0,216.0,21.0,16.0,33.0,1,4,3,5,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,2,Fevereiro,6,Terça-feira,6,67,60+,Sim,868.0,13,Não,0
1131,1967,Doutorado,Solteiro,52569.0,0,1,2018-05-04,54,85.0,0.0,3.0,0.0,0.0,7.0,1,2,0,4,3,Não,Não,Não,Não,Não,Não,Espanha,2018,5,Maio,4,Sexta-feira,18,58,46-60,Sim,95.0,7,Não,0
202,1948,Doutorado,Divorciado,82032.0,0,0,2018-05-04,54,332.0,194.0,377.0,149.0,125.0,57.0,0,4,6,7,1,Não,Não,Não,Não,Não,Não,Argentina,2018,5,Maio,4,Sexta-feira,18,77,60+,Não,1234.0,17,Não,0
9589,1948,Doutorado,Divorciado,82032.0,0,0,2018-05-04,54,332.0,194.0,377.0,149.0,125.0,57.0,0,4,6,7,1,Não,Não,Não,Não,Não,Não,Argentina,2018,5,Maio,4,Sexta-feira,18,77,60+,Não,1234.0,17,Não,0
3900,1972,Curso Superior,Solteiro,65685.0,0,1,2021-07-03,54,642.0,14.0,49.0,0.0,7.0,57.0,1,9,2,9,5,Não,Não,Não,Não,Não,Não,Chile,2021,7,Julho,3,Sábado,26,53,46-60,Sim,769.0,21,Não,0
9958,1972,Curso Superior,Solteiro,65685.0,0,1,2021-07-03,54,642.0,14.0,49.0,0.0,7.0,57.0,1,9,2,9,5,Não,Não,Não,Não,Não,Não,Brasil,2021,7,Julho,3,Sábado,26,53,46-60,Sim,769.0,21,Não,0
8955,1957,Doutorado,Casado,40451.0,0,2,2021-03-02,54,35.0,0.0,4.0,0.0,0.0,10.0,1,1,1,2,5,Sim,Não,Não,Não,Não,Não,Estados Unidos,2021,3,Março,2,Terça-feira,9,68,60+,Sim,49.0,5,Sim,2
10033,1973,Segundo Grau,Divorciado,31163.0,1,0,2021-07-02,54,2.0,3.0,10.0,11.0,2.0,10.0,1,1,0,3,6,Não,Não,Não,Não,Não,Não,Alemanha,2021,7,Julho,2,Sexta-feira,26,52,46-60,Sim,38.0,5,Não,0
5751,1973,Segundo Grau,Divorciado,31163.0,1,0,2021-07-02,54,2.0,3.0,10.0,11.0,2.0,10.0,1,1,0,3,6,Não,Não,Não,Não,Não,Não,Chile,2021,7,Julho,2,Sexta-feira,26,52,46-60,Sim,38.0,5,Não,0
